method,base_method,knowledge_mode,near_threshold_margin_degc,temporal_minimum_near_windows,spatial_maximum_margin_degc,target_days,observed_hot_days,observed_hot_day_hits,observed_hot_day_recall,observed_nonhot_days,observed_nonhot_day_correct_negatives,observed_nonhot_day_specificity,balanced_accuracy,event_cases,event_case_detections,event_case_detection_fraction,control_cases,control_case_correct_rejections,control_case_rejection_fraction,knowledge_upgrade_count,complexity_rank,passes_all_gates,minimum_operational_skill
joint_heat_blend025_pooled_loco_kg_temporal_near_threshold_margin1p0_windows2_maxmargin0p0,blend025_pooled_loco,temporal_near_threshold,1.0,2.0,0.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,7,0.7777777777777778,7,5,0.7142857142857143,11,1,False,0.5652173913043478
joint_heat_blend025_pooled_loco_kg_temporal_near_threshold_margin1p0_windows2_maxmargin0p5,blend025_pooled_loco,temporal_near_threshold,1.0,2.0,0.5,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,7,0.7777777777777778,7,5,0.7142857142857143,11,1,False,0.5652173913043478
joint_heat_blend025_pooled_loco_kg_temporal_near_threshold_margin1p0_windows2_maxmargin1p0,blend025_pooled_loco,temporal_near_threshold,1.0,2.0,1.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,7,0.7777777777777778,7,5,0.7142857142857143,11,1,False,0.5652173913043478
joint_heat_blend025_pooled_loco_kg_temporal_near_threshold_margin1p25_windows2_maxmargin0p0,blend025_pooled_loco,temporal_near_threshold,1.25,2.0,0.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,7,0.7777777777777778,7,5,0.7142857142857143,12,1,False,0.5652173913043478
joint_heat_blend025_pooled_loco_kg_temporal_near_threshold_margin1p25_windows2_maxmargin0p5,blend025_pooled_loco,temporal_near_threshold,1.25,2.0,0.5,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,7,0.7777777777777778,7,5,0.7142857142857143,12,1,False,0.5652173913043478
joint_heat_blend025_pooled_loco_kg_temporal_near_threshold_margin1p25_windows2_maxmargin1p0,blend025_pooled_loco,temporal_near_threshold,1.25,2.0,1.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,7,0.7777777777777778,7,5,0.7142857142857143,12,1,False,0.5652173913043478
joint_heat_blend050_pooled_loco_kg_temporal_near_threshold_margin1p25_windows2_maxmargin0p0,blend050_pooled_loco,temporal_near_threshold,1.25,2.0,0.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,7,0.7777777777777778,7,5,0.7142857142857143,15,1,False,0.5652173913043478
joint_heat_blend050_pooled_loco_kg_temporal_near_threshold_margin1p25_windows2_maxmargin0p5,blend050_pooled_loco,temporal_near_threshold,1.25,2.0,0.5,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,7,0.7777777777777778,7,5,0.7142857142857143,15,1,False,0.5652173913043478
joint_heat_blend050_pooled_loco_kg_temporal_near_threshold_margin1p25_windows2_maxmargin1p0,blend050_pooled_loco,temporal_near_threshold,1.25,2.0,1.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,7,0.7777777777777778,7,5,0.7142857142857143,15,1,False,0.5652173913043478
joint_heat_blend050_pooled_loco_kg_temporal_near_threshold_margin1p5_windows2_maxmargin0p0,blend050_pooled_loco,temporal_near_threshold,1.5,2.0,0.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,7,0.7777777777777778,7,5,0.7142857142857143,15,1,False,0.5652173913043478
joint_heat_blend050_pooled_loco_kg_temporal_near_threshold_margin1p5_windows2_maxmargin0p5,blend050_pooled_loco,temporal_near_threshold,1.5,2.0,0.5,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,7,0.7777777777777778,7,5,0.7142857142857143,15,1,False,0.5652173913043478
joint_heat_blend050_pooled_loco_kg_temporal_near_threshold_margin1p5_windows2_maxmargin1p0,blend050_pooled_loco,temporal_near_threshold,1.5,2.0,1.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,7,0.7777777777777778,7,5,0.7142857142857143,15,1,False,0.5652173913043478
joint_heat_region_median_loco_kg_temporal_or_spatial_margin1p25_windows2_maxmargin0p0,region_median_loco,temporal_or_spatial,1.25,2.0,0.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,9,3,False,0.5652173913043478
joint_heat_region_median_loco_kg_temporal_or_spatial_margin1p25_windows2_maxmargin0p5,region_median_loco,temporal_or_spatial,1.25,2.0,0.5,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,9,3,False,0.5652173913043478
joint_heat_region_median_loco_kg_temporal_or_spatial_margin1p25_windows2_maxmargin1p0,region_median_loco,temporal_or_spatial,1.25,2.0,1.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,9,3,False,0.5652173913043478
joint_heat_pooled_median_loco_kg_temporal_or_spatial_margin1p0_windows2_maxmargin0p0,pooled_median_loco,temporal_or_spatial,1.0,2.0,0.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,11,3,False,0.5652173913043478
joint_heat_pooled_median_loco_kg_temporal_or_spatial_margin1p0_windows2_maxmargin0p5,pooled_median_loco,temporal_or_spatial,1.0,2.0,0.5,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,11,3,False,0.5652173913043478
joint_heat_pooled_median_loco_kg_temporal_or_spatial_margin1p0_windows2_maxmargin1p0,pooled_median_loco,temporal_or_spatial,1.0,2.0,1.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,11,3,False,0.5652173913043478
joint_heat_pooled_median_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin1p0,pooled_median_loco,temporal_or_spatial,1.0,3.0,1.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,11,3,False,0.5652173913043478
joint_heat_ridge_state_loco_lambda100_kg_temporal_or_spatial_margin1p5_windows2_maxmargin0p0,ridge_state_loco_lambda100,temporal_or_spatial,1.5,2.0,0.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,15,3,False,0.5652173913043478
joint_heat_ridge_state_loco_lambda100_kg_temporal_or_spatial_margin1p5_windows2_maxmargin0p5,ridge_state_loco_lambda100,temporal_or_spatial,1.5,2.0,0.5,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,15,3,False,0.5652173913043478
joint_heat_ridge_state_loco_lambda100_kg_temporal_or_spatial_margin1p5_windows2_maxmargin1p0,ridge_state_loco_lambda100,temporal_or_spatial,1.5,2.0,1.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,15,3,False,0.5652173913043478
joint_heat_ridge_state_loco_lambda10_kg_temporal_or_spatial_margin1p5_windows2_maxmargin0p0,ridge_state_loco_lambda10,temporal_or_spatial,1.5,2.0,0.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,17,3,False,0.5652173913043478
joint_heat_ridge_state_loco_lambda10_kg_temporal_or_spatial_margin1p5_windows2_maxmargin0p5,ridge_state_loco_lambda10,temporal_or_spatial,1.5,2.0,0.5,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,17,3,False,0.5652173913043478
joint_heat_ridge_state_loco_lambda10_kg_temporal_or_spatial_margin1p5_windows2_maxmargin1p0,ridge_state_loco_lambda10,temporal_or_spatial,1.5,2.0,1.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,17,3,False,0.5652173913043478
joint_heat_raw_spatial_p95_kg_temporal_or_spatial_margin2p5_windows2_maxmargin0p0,raw_spatial_p95,temporal_or_spatial,2.5,2.0,0.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,20,3,False,0.5652173913043478
joint_heat_raw_spatial_p95_kg_temporal_or_spatial_margin2p5_windows2_maxmargin0p5,raw_spatial_p95,temporal_or_spatial,2.5,2.0,0.5,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,20,3,False,0.5652173913043478
joint_heat_raw_spatial_p95_kg_temporal_or_spatial_margin2p5_windows2_maxmargin1p0,raw_spatial_p95,temporal_or_spatial,2.5,2.0,1.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,20,3,False,0.5652173913043478
joint_heat_raw_spatial_p95_kg_temporal_or_spatial_margin2p5_windows3_maxmargin1p0,raw_spatial_p95,temporal_or_spatial,2.5,3.0,1.0,37,14,9,0.6428571428571429,23,13,0.5652173913043478,0.6040372670807453,9,6,0.6666666666666666,7,5,0.7142857142857143,20,3,False,0.5652173913043478
joint_heat_pooled_median_loco_kg_temporal_near_threshold_margin1p0_windows2_maxmargin0p0,pooled_median_loco,temporal_near_threshold,1.0,2.0,0.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,6,0.6666666666666666,7,5,0.7142857142857143,10,1,False,0.5652173913043478
joint_heat_pooled_median_loco_kg_temporal_near_threshold_margin1p0_windows2_maxmargin0p5,pooled_median_loco,temporal_near_threshold,1.0,2.0,0.5,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,6,0.6666666666666666,7,5,0.7142857142857143,10,1,False,0.5652173913043478
joint_heat_pooled_median_loco_kg_temporal_near_threshold_margin1p0_windows2_maxmargin1p0,pooled_median_loco,temporal_near_threshold,1.0,2.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,6,0.6666666666666666,7,5,0.7142857142857143,10,1,False,0.5652173913043478
joint_heat_ridge_state_loco_lambda100_kg_temporal_near_threshold_margin1p5_windows2_maxmargin0p0,ridge_state_loco_lambda100,temporal_near_threshold,1.5,2.0,0.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,6,0.6666666666666666,7,5,0.7142857142857143,14,1,False,0.5652173913043478
joint_heat_ridge_state_loco_lambda100_kg_temporal_near_threshold_margin1p5_windows2_maxmargin0p5,ridge_state_loco_lambda100,temporal_near_threshold,1.5,2.0,0.5,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,6,0.6666666666666666,7,5,0.7142857142857143,14,1,False,0.5652173913043478
joint_heat_ridge_state_loco_lambda100_kg_temporal_near_threshold_margin1p5_windows2_maxmargin1p0,ridge_state_loco_lambda100,temporal_near_threshold,1.5,2.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,6,0.6666666666666666,7,5,0.7142857142857143,14,1,False,0.5652173913043478
joint_heat_ridge_state_loco_lambda10_kg_temporal_near_threshold_margin1p5_windows2_maxmargin0p0,ridge_state_loco_lambda10,temporal_near_threshold,1.5,2.0,0.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,6,0.6666666666666666,7,5,0.7142857142857143,16,1,False,0.5652173913043478
joint_heat_ridge_state_loco_lambda10_kg_temporal_near_threshold_margin1p5_windows2_maxmargin0p5,ridge_state_loco_lambda10,temporal_near_threshold,1.5,2.0,0.5,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,6,0.6666666666666666,7,5,0.7142857142857143,16,1,False,0.5652173913043478
joint_heat_ridge_state_loco_lambda10_kg_temporal_near_threshold_margin1p5_windows2_maxmargin1p0,ridge_state_loco_lambda10,temporal_near_threshold,1.5,2.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,6,0.6666666666666666,7,5,0.7142857142857143,16,1,False,0.5652173913043478
joint_heat_raw_spatial_p95_kg_temporal_near_threshold_margin2p5_windows2_maxmargin0p0,raw_spatial_p95,temporal_near_threshold,2.5,2.0,0.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,6,0.6666666666666666,7,5,0.7142857142857143,19,1,False,0.5652173913043478
joint_heat_raw_spatial_p95_kg_temporal_near_threshold_margin2p5_windows2_maxmargin0p5,raw_spatial_p95,temporal_near_threshold,2.5,2.0,0.5,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,6,0.6666666666666666,7,5,0.7142857142857143,19,1,False,0.5652173913043478
joint_heat_raw_spatial_p95_kg_temporal_near_threshold_margin2p5_windows2_maxmargin1p0,raw_spatial_p95,temporal_near_threshold,2.5,2.0,1.0,37,14,8,0.5714285714285714,23,13,0.5652173913043478,0.5683229813664596,9,6,0.6666666666666666,7,5,0.7142857142857143,19,1,False,0.5652173913043478
joint_heat_ridge_state_loco_lambda1_kg_temporal_near_threshold_margin1p0_windows2_maxmargin0p0,ridge_state_loco_lambda1,temporal_near_threshold,1.0,2.0,0.0,37,14,8,0.5714285714285714,23,19,0.8260869565217391,0.6987577639751552,9,5,0.5555555555555556,7,6,0.8571428571428571,6,1,False,0.5555555555555556
joint_heat_ridge_state_loco_lambda1_kg_temporal_near_threshold_margin1p0_windows2_maxmargin0p5,ridge_state_loco_lambda1,temporal_near_threshold,1.0,2.0,0.5,37,14,8,0.5714285714285714,23,19,0.8260869565217391,0.6987577639751552,9,5,0.5555555555555556,7,6,0.8571428571428571,6,1,False,0.5555555555555556
joint_heat_ridge_state_loco_lambda1_kg_temporal_near_threshold_margin1p0_windows2_maxmargin1p0,ridge_state_loco_lambda1,temporal_near_threshold,1.0,2.0,1.0,37,14,8,0.5714285714285714,23,19,0.8260869565217391,0.6987577639751552,9,5,0.5555555555555556,7,6,0.8571428571428571,6,1,False,0.5555555555555556
joint_heat_ridge_state_loco_lambda1_kg_temporal_or_spatial_margin1p0_windows2_maxmargin0p0,ridge_state_loco_lambda1,temporal_or_spatial,1.0,2.0,0.0,37,14,8,0.5714285714285714,23,19,0.8260869565217391,0.6987577639751552,9,5,0.5555555555555556,7,6,0.8571428571428571,6,3,False,0.5555555555555556
joint_heat_ridge_state_loco_lambda1_kg_temporal_or_spatial_margin1p0_windows2_maxmargin0p5,ridge_state_loco_lambda1,temporal_or_spatial,1.0,2.0,0.5,37,14,8,0.5714285714285714,23,19,0.8260869565217391,0.6987577639751552,9,5,0.5555555555555556,7,6,0.8571428571428571,6,3,False,0.5555555555555556
joint_heat_ridge_state_loco_lambda1_kg_temporal_or_spatial_margin1p25_windows2_maxmargin1p0,ridge_state_loco_lambda1,temporal_or_spatial,1.25,2.0,1.0,37,14,9,0.6428571428571429,23,17,0.7391304347826086,0.6909937888198758,9,5,0.5555555555555556,7,5,0.7142857142857143,9,3,False,0.5555555555555556
joint_heat_ridge_state_loco_lambda1_kg_temporal_or_spatial_margin1p0_windows2_maxmargin1p0,ridge_state_loco_lambda1,temporal_or_spatial,1.0,2.0,1.0,37,14,8,0.5714285714285714,23,18,0.782608695652174,0.6770186335403727,9,5,0.5555555555555556,7,6,0.8571428571428571,7,3,False,0.5555555555555556
joint_heat_ridge_state_loco_lambda1_kg_temporal_near_threshold_margin1p25_windows2_maxmargin0p0,ridge_state_loco_lambda1,temporal_near_threshold,1.25,2.0,0.0,37,14,8,0.5714285714285714,23,17,0.7391304347826086,0.65527950310559,9,5,0.5555555555555556,7,5,0.7142857142857143,8,1,False,0.5555555555555556
joint_heat_ridge_state_loco_lambda1_kg_temporal_near_threshold_margin1p25_windows2_maxmargin0p5,ridge_state_loco_lambda1,temporal_near_threshold,1.25,2.0,0.5,37,14,8,0.5714285714285714,23,17,0.7391304347826086,0.65527950310559,9,5,0.5555555555555556,7,5,0.7142857142857143,8,1,False,0.5555555555555556
joint_heat_ridge_state_loco_lambda1_kg_temporal_near_threshold_margin1p25_windows2_maxmargin1p0,ridge_state_loco_lambda1,temporal_near_threshold,1.25,2.0,1.0,37,14,8,0.5714285714285714,23,17,0.7391304347826086,0.65527950310559,9,5,0.5555555555555556,7,5,0.7142857142857143,8,1,False,0.5555555555555556
joint_heat_ridge_state_loco_lambda1_kg_temporal_or_spatial_margin1p25_windows2_maxmargin0p0,ridge_state_loco_lambda1,temporal_or_spatial,1.25,2.0,0.0,37,14,8,0.5714285714285714,23,17,0.7391304347826086,0.65527950310559,9,5,0.5555555555555556,7,5,0.7142857142857143,8,3,False,0.5555555555555556
joint_heat_ridge_state_loco_lambda1_kg_temporal_or_spatial_margin1p25_windows2_maxmargin0p5,ridge_state_loco_lambda1,temporal_or_spatial,1.25,2.0,0.5,37,14,8,0.5714285714285714,23,17,0.7391304347826086,0.65527950310559,9,5,0.5555555555555556,7,5,0.7142857142857143,8,3,False,0.5555555555555556
joint_heat_region_median_loco_kg_temporal_near_threshold_margin1p0_windows2_maxmargin0p0,region_median_loco,temporal_near_threshold,1.0,2.0,0.0,37,14,9,0.6428571428571429,23,15,0.6521739130434783,0.6475155279503106,9,5,0.5555555555555556,7,5,0.7142857142857143,7,1,False,0.5555555555555556
joint_heat_region_median_loco_kg_temporal_near_threshold_margin1p0_windows2_maxmargin0p5,region_median_loco,temporal_near_threshold,1.0,2.0,0.5,37,14,9,0.6428571428571429,23,15,0.6521739130434783,0.6475155279503106,9,5,0.5555555555555556,7,5,0.7142857142857143,7,1,False,0.5555555555555556
joint_heat_region_median_loco_kg_temporal_near_threshold_margin1p0_windows2_maxmargin1p0,region_median_loco,temporal_near_threshold,1.0,2.0,1.0,37,14,9,0.6428571428571429,23,15,0.6521739130434783,0.6475155279503106,9,5,0.5555555555555556,7,5,0.7142857142857143,7,1,False,0.5555555555555556
joint_heat_region_median_loco_kg_temporal_or_spatial_margin1p0_windows2_maxmargin0p0,region_median_loco,temporal_or_spatial,1.0,2.0,0.0,37,14,9,0.6428571428571429,23,15,0.6521739130434783,0.6475155279503106,9,5,0.5555555555555556,7,5,0.7142857142857143,7,3,False,0.5555555555555556
joint_heat_region_median_loco_kg_temporal_or_spatial_margin1p0_windows2_maxmargin0p5,region_median_loco,temporal_or_spatial,1.0,2.0,0.5,37,14,9,0.6428571428571429,23,15,0.6521739130434783,0.6475155279503106,9,5,0.5555555555555556,7,5,0.7142857142857143,7,3,False,0.5555555555555556
joint_heat_region_median_loco_kg_temporal_or_spatial_margin1p0_windows2_maxmargin1p0,region_median_loco,temporal_or_spatial,1.0,2.0,1.0,37,14,9,0.6428571428571429,23,15,0.6521739130434783,0.6475155279503106,9,5,0.5555555555555556,7,5,0.7142857142857143,7,3,False,0.5555555555555556
joint_heat_region_median_loco_kg_temporal_near_threshold_margin1p25_windows3_maxmargin0p0,region_median_loco,temporal_near_threshold,1.25,3.0,0.0,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,5,0.5555555555555556,7,6,0.8571428571428571,5,1,False,0.5555555555555556
joint_heat_region_median_loco_kg_temporal_near_threshold_margin1p25_windows3_maxmargin0p5,region_median_loco,temporal_near_threshold,1.25,3.0,0.5,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,5,0.5555555555555556,7,6,0.8571428571428571,5,1,False,0.5555555555555556
joint_heat_region_median_loco_kg_temporal_near_threshold_margin1p25_windows3_maxmargin1p0,region_median_loco,temporal_near_threshold,1.25,3.0,1.0,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,5,0.5555555555555556,7,6,0.8571428571428571,5,1,False,0.5555555555555556
joint_heat_blend025_pooled_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin0p0,blend025_pooled_loco,temporal_or_spatial,1.0,3.0,0.0,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,5,0.5555555555555556,7,6,0.8571428571428571,6,3,False,0.5555555555555556
joint_heat_blend025_pooled_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin0p5,blend025_pooled_loco,temporal_or_spatial,1.0,3.0,0.5,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,5,0.5555555555555556,7,6,0.8571428571428571,6,3,False,0.5555555555555556
joint_heat_pooled_median_loco_kg_temporal_or_spatial_margin0p75_windows3_maxmargin0p0,pooled_median_loco,temporal_or_spatial,0.75,3.0,0.0,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,5,0.5555555555555556,7,6,0.8571428571428571,6,3,False,0.5555555555555556
joint_heat_pooled_median_loco_kg_temporal_or_spatial_margin0p75_windows3_maxmargin0p5,pooled_median_loco,temporal_or_spatial,0.75,3.0,0.5,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,5,0.5555555555555556,7,6,0.8571428571428571,6,3,False,0.5555555555555556
joint_heat_ridge_state_loco_lambda100_kg_temporal_or_spatial_margin1p5_windows3_maxmargin0p0,ridge_state_loco_lambda100,temporal_or_spatial,1.5,3.0,0.0,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,5,0.5555555555555556,7,6,0.8571428571428571,11,3,False,0.5555555555555556
